Model,Brand,Date of Sale,Sale Price (€),Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location,Car Age at Sale
Audi A3 (CoD),Audi,2024-04-25,19433.0,2019,26149,Hatchback,Manual,Petrol,Audi A3Audi A3 1.5 TFSI CoD 35 S line Sportback 5dr Petrol Manual,Kildare,5
Audi Q5 (TDI),Audi,2024-04-26,18363.0,2016,74963,SUV,Automatic,Diesel,Blue Audi Q52.0 TDI S line Plus S Tronic quattro Euro 6 (s/s) 5dr2 previous owners,Meath,8
Audi Q7 (TDI V6),Audi,2024-04-26,42786.0,2019,83709,SUV,Automatic,Diesel,Navy Audi Q73.0 TDI V6 50 Vorsprung Tiptronic quattro Euro 6 (s/s) 5dr,Kildare,5
Audi A4 (TFSI),Audi,2024-04-26,21520.0,2019,11660,Saloon,Manual,Petrol,Grey Audi A435 TFSI Sport 4dr 2.0,Galway,5
Audi A1 (Sport),Audi,2024-04-26,6825.0,2011,75421,Hatchback,Manual,Petrol,Navy Audi A1TFSI SPORT 1.4 3dr,Limerick,13
Audi A5 (TDI),Audi,2024-04-27,16488.0,2016,57495,Coupe,Manual,Diesel,Black Audi A52.0 TDI Black Edition Plus (s/s) 2dr1 previous owner,Carlow,8
Audi A4 (TDI),Audi,2024-04-27,2029.0,2008,154415,Saloon,Manual,Diesel,Audi A42.0 TDI S line 4dr5 previous owners,Meath,16
Audi A6 Saloon (TDI),Audi,2024-04-29,39039.0,2022,6859,Saloon,Automatic,Diesel,Black Audi A6 DIESEL SALOON40 TDI S Line 4dr S Tronic 2.01 previous owner,Wicklow,2
Audi A3 (S line),Audi,2024-04-29,10222.0,2014,80120,Hatchback,Manual,Petrol,Audi A31.2 TFSI S LINE 3d 104 BHP,Sligo,10
Audi Q7 (S line),Audi,2024-04-30,50074.0,2020,24954,SUV,Automatic,Diesel,Black Audi Q73.0 TDI V6 50 S line Tiptronic quattro Euro 6 (s/s) 5dr,Dublin,4
Audi Q2 (TDI),Audi,2024-05-03,19189.0,2019,13113,SUV,Manual,Diesel,Black Audi Q2Sport 30 TDI 116 PS 6-speed 1.6 5dr2 previous owners,Dublin,5
Audi Q3 (Sport),Audi,2024-05-04,25956.0,2019,28832,SUV,Automatic,Diesel,Blue Audi Q335 TDI Sport 5dr S Tronic 2.02 previous owners,Limerick,5
Audi Q2 (S line),Audi,2024-05-04,15462.0,2017,78356,SUV,Manual,Petrol,Black Audi Q21.4 TFSI CoD S line Euro 6 (s/s) 5dr1 previous owner,Tipperary,7
Audi Q3 (S line),Audi,2024-05-04,14208.0,2015,62638,SUV,Manual,Diesel,Red Audi Q32.0 TDI S line Euro 6 (s/s) 5dr1 previous owner,Cork,9
Audi A6 Saloon (Sport),Audi,2024-05-06,29291.0,2019,10372,Saloon,Automatic,Diesel,Black Audi A640 TDI Sport 4dr S Tronic 2.0,Kildare,5
Audi Q3 (TDI),Audi,2024-05-06,16205.0,2016,33564,SUV,Manual,Diesel,Red Audi Q32.0 TDI SE 5dr,Meath,8
Audi Q2 (CoD),Audi,2024-05-07,16710.0,2018,46244,SUV,Manual,Petrol,Black Audi Q21.4 TFSI CoD Sport Euro 6 (s/s) 5dr,Cork,6
Audi A4 (TFSI),Audi,2024-05-07,9738.0,2012,105018,Saloon,Automatic,Petrol,Silver Audi A42.0 TFSI S line S Tronic quattro Euro 5 (s/s) 4dr,Donegal,12
Audi Q5 (TDI),Audi,2024-05-09,20481.0,2016,44268,SUV,Automatic,Diesel,"Blue Audi Q52.0 TDI [190] Quattro S Line Plus 5dr S Tronic [20"" Alloys, Parking System Plus, Xenon Headlights, Nappa Leather, Flat Bottom Steering Wheel]2 previous owners",Dublin,8
Audi Q3 (TDI),Audi,2024-05-11,13485.0,2015,103427,SUV,Manual,Diesel,Blue Audi Q32.0 TDI S line Plus quattro Euro 6 (s/s) 5dr2 previous owners,Cork,9
Audi A3 Cabriolet (S line),Audi,2024-05-11,7792.0,2012,91474,Convertible,Automatic,Diesel,Audi A3 Cabriolet2.0 TDI S line S Tronic Euro 5 (s/s) 2dr1 previous owner,Limerick,12
Audi A1 (Sport),Audi,2024-05-12,10971.0,2016,53488,Hatchback,Manual,Petrol,Black Audi A11.0 T FSi Sport Sportback 5dr,Galway,8
Audi S3 (TFSI),Audi,2024-05-14,27150.0,2018,36234,Hatchback,Automatic,Petrol,Blue Audi A32.0 S3 SPORTBACK QUATTRO 5d 306 BHP2 previous owners,Galway,6
Audi A1 (TFSI),Audi,2024-05-14,7784.0,2014,73214,Hatchback,Manual,Petrol,Red Audi A11.4 TFSI Sport 3dr4 previous owners,Meath,10
Audi Q5 (Black Edition),Audi,2024-05-14,42673.0,2020,25061,SUV,Automatic,Petrol Hybrid,Black Audi Q5Black Edition 50 TFSI e quattro 299 PS S tronic 2.0 5dr1 previous owner,Dublin,4
Audi A1 (TFSI),Audi,2024-05-17,7334.0,2014,53438,Hatchback,Manual,Petrol,Blue Audi A11.4 TFSI Sport Sportback Euro 5 (s/s) 5dr2 previous owners,Dublin,10
Audi A6 Avant (Black Edition),Audi,2024-05-17,15620.0,2016,120597,Estate,Automatic,Diesel,Audi A6 Avant2.0 TDI ultra Black Edition S Tronic Euro 6 (s/s) 5dr4 previous owners,Dublin,8
Audi A4 (TFSI),Audi,2024-05-19,21296.0,2017,28463,Saloon,Automatic,Petrol,Navy Audi A42.0 TFSI S line S Tronic Euro 6 (s/s) 4dr1 previous owner,Wicklow,7
Audi A4 Cabriolet (Sport),Audi,2024-05-20,2743.0,2008,105983,Convertible,Automatic,Petrol,Grey Audi A4 Cabriolet1.8T Sport Multitronic 2dr,Cork,16
Audi Q2 (TDI),Audi,2024-05-22,21631.0,2017,31283,SUV,Automatic,Diesel,Blue Audi Q22.0 TDI Quattro S Line 5dr S Tronic,Kerry,7
Audi A4 Avant (S line),Audi,2024-05-22,30624.0,2021,20196,Estate,Automatic,Diesel,Black Audi A435 TDI S Line 5dr S Tronic 2.0,Dublin,3
Audi A4 (TFSI),Audi,2024-05-23,3594.0,2008,159444,Saloon,Manual,Petrol,Red Audi A41.8 TFSI S line Euro 4 4dr4 previous owners,Kilkenny,16
Audi Q5 (S line),Audi,2024-05-24,6938.0,2011,133333,SUV,Automatic,Diesel,Red Audi Q53.0 TDI V6 S line SUV 5dr Diesel S Tronic quattro Euro 4 (240 ps)3 previous owners,Dublin,13
Audi Q3 (S line Plus),Audi,2024-05-24,13461.0,2016,99180,SUV,Manual,Diesel,Blue Audi Q32.0 TDI S line Plus quattro Euro 6 (s/s) 5dr,Dublin,8
Audi Q2 (Sport),Audi,2024-05-25,16546.0,2018,50677,SUV,Manual,Petrol,Audi Q2 Estate1.0 TFSI Sport 5dr,Dublin,6
Audi TT (TFSI),Audi,2024-05-28,6831.0,2012,82977,Coupe,Automatic,Petrol,Black Audi TT1.8 TFSI S line S Tronic Euro 5 3dr5 previous owners,Dublin,12
Audi A1 (TFSI),Audi,2024-05-30,10607.0,2015,38161,Hatchback,Manual,Petrol,Grey Audi A11.0 TFSI SE Sportback Euro 6 (s/s) 5dr2 previous owners,Roscommon,9
Audi Q2 (TFSI),Audi,2024-05-31,21314.0,2017,13500,SUV,Automatic,Petrol,Black Audi Q21.4 TFSI CoD Sport S Tronic (s/s) 5dr2 previous owners,Dublin,7
Audi Q2 (TFSI),Audi,2024-05-31,29278.0,2021,12675,SUV,Automatic,Petrol,Black Audi Q2S line 35 TFSI 150 PS S tronic 1.5 5dr,Dublin,3
Audi A3 Cabriolet (CoD),Audi,2024-06-02,16220.0,2016,47640,Convertible,Manual,Petrol,Silver Audi A3 Cabriolet1.4 TFSI CoD S line Euro 6 (s/s) 2dr2 previous owners,Westmeath,8
Audi Q7 (TDI V6),Audi,2024-06-03,34901.0,2017,63767,SUV,Automatic,Diesel Hybrid,Navy Audi Q73.0 TDI Quattro e-tron 5dr Tip Auto,Cork,7
Audi Q3 (TDI),Audi,2024-06-04,24959.0,2017,22745,SUV,Automatic,Diesel,Navy Audi Q3TDI QUATTRO BLACK EDITION 2.0 5dr,Wexford,7
Audi A3 Cabriolet (S line),Audi,2024-06-05,18601.0,2017,26962,Convertible,Manual,Petrol,Blue Audi A3 Cabriolet1.4 TFSI S Line 2dr Satellite Navigation,Meath,7
Audi A1 (TDI),Audi,2024-06-05,6983.0,2011,79974,Hatchback,Manual,Diesel,Red Audi A11.6 TDI Sport Euro 5 (s/s) 3dr,Cork,13
Audi A4 Avant (TDI),Audi,2024-06-06,30147.0,2021,19173,Estate,Automatic,Diesel,Red Audi A4Avant S line 35 TDI 163 PS S tronic 2.0 5dr1 previous owner,Tipperary,3
Audi A1 (TFSI),Audi,2024-06-06,12534.0,2016,40747,Hatchback,Manual,Petrol,Black Audi A11.4 TFSI S line Hatchback 3dr Petrol Euro 6 (s/s) (125 ps)1 previous owner,Dublin,8
Audi A3 (SE Technik),Audi,2024-06-07,14069.0,2017,48043,Hatchback,Manual,Diesel,Black Audi A32.0 TDI SE Technik Sportback Euro 6 (s/s) 5dr2 previous owners,Kilkenny,7
Audi A5 (TDI),Audi,2024-06-10,24320.0,2019,24320,Coupe,Automatic,Diesel,Navy Audi A52.0 TDI S LINE 2d AUTO 188 BHP Satellite Nav - Parking Sensors1 previous owner,Dublin,5
Audi A3 (SE Technik),Audi,2024-06-11,13243.0,2017,48872,Hatchback,Manual,Diesel,Silver Audi A32.0 TDI SE Technik 5dr,Cork,7
Audi Q5 (TDI),Audi,2024-06-13,19473.0,2015,49868,SUV,Automatic,Diesel,"Silver Audi Q52.0 TDI [190] Quattro S Line Plus 5dr S Tronic [Black Styling Pack, Parking System Plus, Nappa Leather, Cruise Control, Xenon Headlights, 20"" Alloys,",Dublin,9
Audi A3 (S line),Audi,2024-06-14,15088.0,2017,59069,Hatchback,Automatic,Diesel,Red Audi A32.0 TDI S line Hatchback 3dr Diesel S Tronic Auto 6Spd Euro 6 (s/s) (150 ps)3 previous owners,Cork,7
Audi TT (S line),Audi,2024-06-14,18307.0,2015,43774,Coupe,Automatic,Petrol,Blue Audi TT2.0 TFSI QUATTRO S LINE 2d 227 BHP2 previous owners,Dublin,9
Audi A7 (TDI V6),Audi,2024-06-15,19997.0,2016,47410,Hatchback,Automatic,Diesel,Blue Audi A73L S line TDI V6 5dr,Limerick,8
Audi A5 (TDI V6),Audi,2024-06-15,14336.0,2015,62669,Hatchback,Automatic,Diesel,Audi A53.0 SPORTBACK TDI S LINE 5d 204 BHP,Cavan,9
Audi A3 (SE Technik),Audi,2024-06-17,17417.0,2018,27936,Hatchback,Automatic,Diesel,Audi A31.6 TDI 116 SE Technik 5dr S Tronic,Tipperary,6
Audi Q3 (Black Edition),Audi,2024-06-17,23451.0,2018,34291,SUV,Automatic,Diesel,Black Audi Q32.0 TDI Black Edition S Tronic quattro Euro 6 (s/s) 5dr2 previous owners,Dublin,6
Audi A1 (TFSI),Audi,2024-06-17,9153.0,2014,47782,Hatchback,Manual,Petrol,Black Audi A11.4 TFSI Sport Euro 5 (s/s) 3dr2 previous owners,Louth,10
Audi A1 (Sport),Audi,2024-06-19,9263.0,2018,20028,Hatchback,Manual,Petrol,Blue Audi A11.4 TFSI Sport Sportback Euro 6 (s/s) 5dr (Nav)3 previous owners,Dublin,6
Audi A1 (S line),Audi,2024-06-20,14145.0,2015,44994,Hatchback,Automatic,Petrol,Blue Audi A1S line 1.4 TFSI 150 PS S tronic 3dr,Dublin,9
Audi TT (S line),Audi,2024-06-21,15365.0,2015,56865,Coupe,Automatic,Petrol,Audi TT2.0 TFSI S line S Tronic quattro Euro 6 (s/s) 3dr4 previous owners,Tipperary,9
Audi Rsq8 (TFSI V8),Audi,2024-06-21,115238.0,2020,9585,SUV,Automatic,Petrol,Grey Audi RSQ84.0 TFSI V8 Vorsprung Tiptronic quattro Euro 6 (s/s) 5dr,Roscommon,4
Audi S3 (TFSI),Audi,2024-06-22,26311.0,2019,34909,Hatchback,Automatic,Petrol,Blue Audi S32.0 TFSI Sportback S Tronic quattro Euro 6 (s/s) 5dr1 previous owner,Donegal,5
Audi A4 (SE Technik),Audi,2024-06-23,9744.0,2013,70400,Saloon,Manual,Petrol,Navy Audi A41.8 TFSI SE Technik Euro 5 (s/s) 4dr3 previous owners,Kildare,11
Audi A4 Avant (TDI),Audi,2024-06-25,9718.0,2013,80267,Estate,Automatic,Diesel,Red Audi A42.0 AVANT TDI SE TECHNIK 5d 141 BHP SAT NAV-PARKING SENSORS-CLIMATE2 previous owners,Donegal,11
Audi Q4 E-Tron (Sport),Audi,2024-06-25,48930.0,2021,7790,SUV,Automatic,Electric,Audi Q4 e-tron35 Sport SUV 5dr Electric Auto 55kWh (170 ps)2 previous owners,Donegal,3
Audi Q3 (TDI),Audi,2024-06-27,11162.0,2014,82569,SUV,Manual,Diesel,Black Audi Q32.0 TDI S line Euro 5 (s/s) 5dr3 previous owners,Dublin,10
Audi A5 Cabriolet (S line),Audi,2024-06-27,22849.0,2018,17690,Convertible,Manual,Petrol,Blue Audi A5TFSI S LINE 2.0 2dr,Carlow,6
Audi A5 (Sport),Audi,2024-06-28,29302.0,2020,28332,Hatchback,Automatic,Diesel,Red Audi A535 TDI Sport 5dr S Tronic 2.0,Laois,4
Audi RS5 (TFSI V6),Audi,2024-06-28,35283.0,2017,35704,Coupe,Automatic,Petrol,Black Audi RS52.9 TFSI V6 Tiptronic quattro Euro 6 (s/s) 2dr4 previous owners,Galway,7
Audi A6 Avant (TDI),Audi,2024-06-28,17275.0,2017,49625,Estate,Manual,Diesel,Red Audi A62.0 TDI AVANT ULTRA SE EXECUTIVE 5d 188 BHP1 previous owner,Meath,7
Audi A3 (TFSI),Audi,2024-06-29,12755.0,2016,44354,Hatchback,Manual,Petrol,Grey Audi A31.0 TFSI SPORT 3d 114 BHP \xa320 RFL | 60.1MPG | GREAT HISTORY2 previous owners,Dublin,8
Audi R8 (FSI V10),Audi,2024-06-29,126127.0,2019,13729,Coupe,Automatic,Petrol,Black Audi R85.2 FSI V10 Performance Carbon Black S Tronic quattro Euro 6 (s/s) 2dr2 previous owners,Limerick,5
Audi A3 (TFSI),Audi,2024-06-29,10087.0,2014,70022,Hatchback,Manual,Petrol,Silver Audi A31.4 TFSI S line Sportback Euro 5 (s/s) 5dr2 previous owners,Waterford,10
Audi A4 Avant (Sport),Audi,2024-06-29,12024.0,2017,98416,Estate,Manual,Diesel,Blue Audi A42.0 AVANT TDI ULTRA SPORT 5d 188 BHP2 previous owners,Cork,7
Audi A1 (S line),Audi,2024-06-30,21434.0,2019,6873,Hatchback,Manual,Petrol,Silver Audi A125 TFSI S Line 5dr 1.0,Dublin,5
Audi Q5 (S line),Audi,2024-07-02,44587.0,2021,12437,SUV,Automatic,Petrol,Black Audi Q5 SPORTBACK45 TFSI Quattro S Line 5dr S Tronic [C+S] 2.01 previous owner,Donegal,3
Audi Q4 E-Tron (Edition 1),Audi,2024-07-03,64280.0,2021,4355,SUV,Automatic,Electric,"Blue Audi Q4 E-TronQ4 Edition 1 40 e-tron 150,00 kW 5dr",Dublin,3
Audi A5 (TDI),Audi,2024-07-03,20385.0,2018,40995,Coupe,Automatic,Diesel,Audi A52.0 TDI S line S Tronic Euro 6 (s/s) 2dr3 previous owners,Cork,6
Audi A1 (Sport),Audi,2024-07-05,14452.0,2018,32957,Hatchback,Manual,Petrol,Navy Audi A11.4 TFSI Sport Nav 5dr,Donegal,6
Audi TT (S line),Audi,2024-07-06,10996.0,2011,76303,Coupe,Manual,Diesel,Silver Audi TT2.0 TDI S line quattro Euro 5 3dr2 previous owners,Wexford,13
Audi RS4 Avant (TFSI V6),Audi,2024-07-06,76502.0,2022,3563,Estate,Automatic,Petrol,Navy Audi RS4 Avant2.9 TFSI V6 Carbon Black Estate 5dr Petrol Tiptronic quattro Euro 6 (s/s) (450 ps)1 previous owner,Dublin,2
Audi TT (TDI),Audi,2024-07-07,15154.0,2016,64746,Coupe,Manual,Diesel,Black Audi TTAudi TT Coupe 2.0 TDI 184 Ultra Sport 2dr2 previous owners,Tipperary,8
Audi TT (ultra),Audi,2024-07-08,16464.0,2015,60901,Coupe,Manual,Diesel,Navy Audi TT2.0 TDI Ultra S Line 2dr,Dublin,9
Audi A5 (TFSI),Audi,2024-07-12,39365.0,2021,13247,Hatchback,Automatic,Petrol,Red Audi A540 TFSI 204 Edition 1 5dr S Tronic 2.0,Dublin,3
Audi Q3 (S line),Audi,2024-07-13,39847.0,2019,19083,SUV,Automatic,Petrol,Silver Audi Q3Sportback S line 45 TFSI quattro 230 PS S tronic 2.0 5dr1 previous owner,Donegal,5
Audi A4 (Sport Edition),Audi,2024-07-14,28211.0,2021,10795,Saloon,Automatic,Diesel,Black Audi A4 DIESEL SALOON30 TDI Sport Edition 4dr S Tronic 2.01 previous owner,Limerick,3
Audi A6 Saloon (S line),Audi,2024-07-14,18183.0,2017,49411,Saloon,Automatic,Diesel,Red Audi A62.0 TDI ULTRA S LINE 4d 188 BHP1 previous owner,Waterford,7
Audi A3 (Sport),Audi,2024-07-16,7201.0,2013,107305,Hatchback,Manual,Diesel,Grey Audi A3TDI SPORT 1.6 5dr,Kilkenny,11
Audi A5 (TDI),Audi,2024-07-16,17112.0,2017,62386,Hatchback,Automatic,Diesel,Navy Audi A52.0 TDI Ultra SE 5dr S Tronic3 previous owners,Dublin,7
Audi Q5 (S line Plus),Audi,2024-07-17,12355.0,2014,100034,SUV,Manual,Diesel,Blue Audi Q52.0 TDI S line Plus quattro Euro 5 (s/s) 5dr3 previous owners,Dublin,10
Audi A6 Avant (Black Edition),Audi,2024-07-17,18632.0,2016,80161,Estate,Automatic,Diesel,Black Audi A6 Avant3.0 TDI V6 Black Edition S Tronic quattro Euro 6 (s/s) 5dr,Westmeath,8
Audi A4 (TDI),Audi,2024-07-17,6150.0,2013,125338,Saloon,Manual,Diesel,Blue Audi A42.0 TDI SE Technik Euro 5 (s/s) 4dr,Dublin,11
Audi A4 Avant (ultra),Audi,2024-07-18,11131.0,2016,118474,Estate,Automatic,Diesel,Red Audi A4 Avant2.0 TDI ultra Sport S Tronic Euro 6 (s/s) 5dr1 previous owner,Donegal,8
Audi A4 (TDI),Audi,2024-07-18,17024.0,2017,46142,Saloon,Manual,Diesel,Blue Audi A42.0 TDI S LINE 4d 188 BHP**\xa32000 FACTORY UPGRADES**SAT NAV**CLIMATE** **AWARD WINNING DEALER**2 previous owners,Clare,7
Audi A3 Cabriolet (TDI),Audi,2024-07-18,4138.0,2012,113024,Convertible,Manual,Diesel,Audi A3 Cabriolet1.6 TDI Sport Euro 5 (s/s) 2dr4 previous owners,Dublin,12
Audi A1 (Sport),Audi,2024-07-19,14094.0,2018,22479,Hatchback,Manual,Petrol,Black Audi A11.0 SPORTBACK TFSI SPORT NAV 5d 93 BHP Air con - Alloys Wheels - Bluetooth1 previous owner,Dublin,6
Audi Q3 (Black Edition),Audi,2024-07-21,21408.0,2017,52200,SUV,Automatic,Petrol,Grey Audi Q32.0T FSI Quattro Black Edition 5dr S Tronic1 previous owner,Wicklow,7
Audi TT (Black Edition),Audi,2024-07-21,11362.0,2013,80247,Coupe,Manual,Diesel,Silver Audi TT2.0 TDI QUATTRO BLACK EDITION 2d 168 BHP QUATTRO BLACK EDITION MODEL,Cork,11
Audi Q3 (SE),Audi,2024-07-22,14479.0,2013,51275,SUV,Automatic,Petrol,Audi Q32.0 TFSI QUATTRO SE 5d 168 BHP **JONES MOTOR COMPANY HAVE BEEN AUDI SPECIALISTS FOR OVER 15 YEARS**2 previous owners,Tipperary,11
Audi A4 (S line Special Edition),Audi,2024-07-22,6181.0,2011,121028,Saloon,Automatic,Diesel,Silver Audi A42.0 TDI S line Special Edition Multitronic Euro 4 4dr4 previous owners,Dublin,13
Audi A4 (S line),Audi,2024-07-22,22435.0,2018,22006,Saloon,Automatic,Petrol,Grey Audi A42.0 TFSI S line S Tronic Euro 6 (s/s) 4dr2 previous owners,Sligo,6
Audi S4 (TFSI V6),Audi,2024-07-23,13475.0,2010,70226,Saloon,Manual,Petrol,Grey Audi S43.0 TFSI V6 quattro 4dr,Tipperary,14
Audi Q3 (SE),Audi,2024-07-23,15252.0,2016,63251,SUV,Manual,Diesel,Black Audi Q32.0 TDI SE quattro Euro 6 (s/s) 5dr2 previous owners,Cork,8
Audi A4 (SE),Audi,2024-07-24,9476.0,2016,125227,Saloon,Manual,Diesel,Red Audi A42.0 TDI ultra SE Euro 6 (s/s) 4dr2 previous owners,Tipperary,8
Audi Q3 (Vorsprung),Audi,2024-07-26,43357.0,2020,9922,SUV,Automatic,Petrol,Audi Q3Vorsprung 40 TFSI quattro 190 PS S tronic 2.0 5dr1 previous owner,Offaly,4
Audi A5 (S line),Audi,2024-07-28,30161.0,2020,20550,Hatchback,Automatic,Petrol,Red Audi A5Sportback S line 40 TFSI 190 PS S tronic 2.0 5dr,Galway,4
Audi Q7 (S line),Audi,2024-07-30,32184.0,2017,50657,SUV,Automatic,Diesel,Audi Q73.0 TDI V6 S line Tiptronic quattro Euro 6 (s/s) 5dr,Louth,7
Audi Q2 (Sport),Audi,2024-07-31,18194.0,2019,37297,SUV,Manual,Petrol,Navy Audi Q21.0 TFSI 30 Sport Euro 6 (s/s) 5dr1 previous owner,Kerry,5
Audi Q3 (Sport),Audi,2024-08-01,25568.0,2019,16790,SUV,Manual,Petrol,Blue Audi Q335 TFSI Sport 5dr Satellite Navigation 1.5,Louth,5
Audi Q5 (S line),Audi,2024-08-01,21392.0,2017,61611,SUV,Automatic,Diesel,Audi Q52.0 TDI S line S Tronic quattro (s/s) 5dr1 previous owner,Galway,7
Audi A7 (TDI V6),Audi,2024-08-01,29821.0,2018,68396,Hatchback,Automatic,Diesel,Blue Audi A7 DIESEL SPORTBACK50 TDI Quattro S Line 5dr Tip Auto 3.02 previous owners,Limerick,6
Audi Q7 (TDI V6),Audi,2024-08-04,54170.0,2021,16150,SUV,Automatic,Diesel,Blue Audi Q750 TDI Quattro S Line 5dr Tiptronic 3.0,Louth,3
Audi Q3 (TFSI),Audi,2024-08-05,25824.0,2019,43556,SUV,Automatic,Petrol,Navy Audi Q31.5 TFSI SPORT 5d 148 BHP *BUY ONLINE ** FREE DELIVERY*2 previous owners,Dublin,5
Audi A1 (S line Competition),Audi,2024-08-05,22965.0,2019,21424,Hatchback,Automatic,Petrol,Grey Audi A140 TFSI S Line Competition 5dr S Tronic Bluetooth 2.0,Dublin,5
Audi A3 (TFSI),Audi,2024-08-07,12756.0,2013,21423,Hatchback,Manual,Petrol,Red Audi A31.4 TFSI CoD Sport Sportback Euro 6 (s/s) 5dr1 previous owner,Sligo,11
Audi Q3 (Sport),Audi,2024-08-08,27233.0,2019,11423,SUV,Automatic,Diesel,Audi Q32.0 TDI 35 Sport S Tronic Euro 6 (s/s) 5dr1 previous owner,Galway,5
Audi Q5 (S line Plus),Audi,2024-08-12,17186.0,2014,64613,SUV,Automatic,Diesel,Blue Audi Q52.0 TDI Quattro S Line Plus 5dr S Tronic [Heated Front Seats],Mayo,10
Audi A5 (Sport),Audi,2024-08-12,4832.0,2011,135549,Coupe,Manual,Diesel,Black Audi A52.0 TDI SPORT 2d 168 BHP 1 YEAR MOT INCLUDED,Kildare,13
Audi A4 (Sport),Audi,2024-08-13,11783.0,2017,81249,Saloon,Manual,Petrol,Audi A41.4 TFSI SPORT 4d 148 BHP2 previous owners,Donegal,7
Audi A5 Cabriolet (TFSI),Audi,2024-08-14,9367.0,2011,72225,Convertible,Automatic,Petrol,Audi A5 Cabriolet2.0 TFSI S line Convertible 2dr Petrol Multitronic Euro 5 (211 ps)2 previous owners,Kildare,13
Audi Q3 (S line Edition),Audi,2024-08-15,21453.0,2018,29268,SUV,Automatic,Diesel,Red Audi Q32.0 TDI [184] Quattro S Line Edition 5dr S Tronic,Limerick,6
Audi Q3 (TDI),Audi,2024-08-15,11578.0,2015,107476,SUV,Manual,Diesel,Black Audi Q32.0 TDI SE 5dr3 previous owners,Dublin,9
Audi A5 (Sport),Audi,2024-08-15,2900.0,2010,185045,Coupe,Manual,Diesel,Blue Audi A52.0 TDI Sport Euro 5 (s/s) 2dr5 previous owners,Dublin,14
Audi A5 Cabriolet (TDI),Audi,2024-08-15,14345.0,2015,51618,Convertible,Manual,Diesel,Black Audi A5 Cabriolet2.0 TDI S line Special Edition Plus Convertible 2dr Diesel Manual Euro 5 (s/s) (177 ps)2 previous owners,Dublin,9
Audi A5 (Sport),Audi,2024-08-16,32510.0,2021,11163,Hatchback,Automatic,Diesel,Grey Audi A5 DIESEL SPORTBACK35 TDI Sport 5dr S Tronic 2.01 previous owner,Kildare,3
Audi A5 (TDI),Audi,2024-08-16,15311.0,2013,26896,Coupe,Manual,Diesel,Silver Audi A52.0 TDI BLACK EDITION 2d 177 BHP2 previous owners,Wexford,11
Audi A7 (SE Executive),Audi,2024-08-20,19957.0,2015,21869,Hatchback,Automatic,Diesel,Red Audi A73.0 TDI V6 SE Executive Sportback S Tronic quattro Euro 6 (s/s) 5dr2 previous owners,Donegal,9
Audi A1 (TFSI),Audi,2024-08-21,10104.0,2015,45918,Hatchback,Manual,Petrol,Audi A11.0 TFSI SPORT 3d 93 BHP \xa3FREE ROAD TAX RAC WARRANTY FINANCE2 previous owners,Galway,9
Audi Q7 (Vorsprung),Audi,2024-08-22,75829.0,2021,17678,SUV,Automatic,Diesel,Red Audi Q750 TDI Quattro Vorsprung 5dr Tiptronic 3.0,Clare,3
Audi Q3 (TDI),Audi,2024-08-23,15450.0,2017,60335,SUV,Automatic,Diesel,Navy Audi Q32.0 TDI Sport SUV 5dr Diesel S Tronic quattro Euro 6 (s/s) (184 ps)1 previous owner,Laois,7
Audi Q3 (TDI),Audi,2024-08-24,17376.0,2017,25760,SUV,Manual,Diesel,Red Audi Q32.0 TDI SE 5dr,Dublin,7
Audi A5 (S line),Audi,2024-08-25,19172.0,2017,57447,Coupe,Automatic,Diesel,Grey Audi A52.0 TDI S line S Tronic Euro 6 (s/s) 2dr2 previous owners,Dublin,7
Audi SQ8 (Black Edition),Audi,2024-08-25,87904.0,2022,4581,SUV,Automatic,Petrol,Grey Audi Q8SQ8 TFSI Quattro Black Edition 5dr Tiptronic 4.0,Dublin,2
Audi A4 Avant (S line),Audi,2024-08-27,12839.0,2013,70032,Estate,Automatic,Petrol,Blue Audi A4 Avant2.0 TFSI S line Multitronic Euro 5 (s/s) 5dr,Tipperary,11
Audi Q7 (TDI V6),Audi,2024-08-30,29125.0,2016,87595,SUV,Automatic,Diesel,Navy Audi Q73.0 TDI QUATTRO S LINE 5d 269 BHP 7 SEATER! 4-ZONE CLIMATE!2 previous owners,Waterford,8
Audi RS3 (TFSI),Audi,2024-08-30,67170.0,2022,2901,Saloon,Automatic,Petrol,Silver Audi RS3RS 3 Saloon Carbon Black 400 PS S tronic 2.5 4dr1 previous owner,Louth,2
Audi A3 (TFSI),Audi,2024-09-01,17281.0,2014,18162,Hatchback,Automatic,Petrol,Black Audi A31.4 TFSI CoD S line Sportback S Tronic 5dr1 previous owner,Limerick,10
Audi Q3 (CoD),Audi,2024-09-03,27519.0,2019,11463,SUV,Manual,Petrol,Blue Audi Q335 TFSI Sport 5dr 1.51 previous owner,Leitrim,5
Audi A1 (S line),Audi,2024-09-04,9984.0,2015,82097,Hatchback,Manual,Diesel,Blue Audi A11.6 TDI S line Sportback 5dr Diesel Euro 6 (s/s) (116 ps)3 previous owners,Kerry,9
Audi Q3 (Black Edition),Audi,2024-09-05,42253.0,2021,11788,SUV,Automatic,Petrol Hybrid,Grey Audi Q3Black Edition 45 TFSI e 245 PS S tronic 1.4 5dr,Dublin,3
